Name,Location,AvgPrice,Currency,Cuisine,MICHELINStars
Aqua,Wolfsburg,225,EUR,"Creative, Modern Cuisine",3
The Table Kevin Fehling,Hamburg,230,EUR,Creative,3
Restaurant Überfahrt Christian Jürgens,Rottach-Egern,319,EUR,Creative,3
Victor's Fine Dining by christian bau,Perl,295,EUR,Creative,3
Rutz,Berlin,245,EUR,"Modern Cuisine, Creative",3
Restaurant Bareiss,Baiersbronn,335,EUR,Classic French,3
temporaire - Schwarzwaldstube,Baiersbronn,265,EUR,"Classic French, Creative",3
schanz. restaurant.,Piesport,178,EUR,"Modern French, Creative",3
Waldhotel Sonnora,Dreis,249,EUR,Classic French,3
L'Enclume,Cartmel,175,GBP,Creative,3
Fat Duck,Bray,375,GBP,Creative,3
Waterside Inn,Bray,188,GBP,Classic French,3
Restaurant Gordon Ramsay,London,220,GBP,French,3
Hélène Darroze at The Connaught,London,185,GBP,Modern Cuisine,3
CORE by Clare Smyth,London,195,GBP,Modern British,3
Sketch (The Lecture Room & Library),London,250,GBP,Modern French,3
Alain Ducasse at The Dorchester,London,195,GBP,French,3
Amador,Vienna,265,EUR,"Creative, Contemporary",3
Xin Rong Ji (Xinyuan South Road),Beijing,"2,000",CNY,Taizhou,3
King's Joy,Beijing,"1,399",CNY,Vegetarian,3
Jade Dragon,Macau,"2,000",MOP,Cantonese,3
Robuchon au Dôme,Macau,"3,500",MOP,French Contemporary,3
The Eight,Macau,"3,000",MOP,Cantonese,3
8 1/2 Otto e Mezzo - Bombana,Hong Kong,"2,080",HKD,Italian,3
T'ang Court,Hong Kong,"1,830",HKD,Cantonese,3
Sushi Shikon,Hong Kong,"3,500",HKD,Sushi,3
Caprice,Hong Kong,"2,600",HKD,French Contemporary,3
Forum,Hong Kong,"2,000",HKD,Cantonese,3
Lung King Heen,Hong Kong,"2,980",HKD,Cantonese,3
L'Atelier de Joël Robuchon,Hong Kong,"2,600",HKD,French Contemporary,3
Azurmendi,Larrabetzu,250,EUR,Creative,3
Martín Berasategui,Lasarte - Oria,290,EUR,Creative,3
Aponiente,El Puerto de Santa María,215,EUR,"Creative, Innovative",3
El Celler de Can Roca,Girona,350,EUR,Creative,3
Quique Dacosta,Dénia,210,EUR,Creative,3
Cenador de Amós,Villaverde de Pontones,235,EUR,Modern Cuisine,3
DiverXO,Madrid,365,EUR,Creative,3
Arzak,Donostia / San Sebastián,260,EUR,"Creative, Traditional Cuisine",3
Akelaŕe,Donostia / San Sebastián,240,EUR,"Creative, Traditional Cuisine",3
Lasarte,Barcelona,250,EUR,Creative,3
ABaC,Barcelona,250,EUR,Creative,3
L'OSIER,Tokyo,"44,000",JPY,French,3
Sazenka,Tokyo,"73,000",JPY,Chinese,3
Kagurazaka Ishikawa,Tokyo,"43,000",JPY,Japanese,3
Kanda,Tokyo,"43,000",JPY,Japanese,3
L'Effervescence,Tokyo,"34,000",JPY,French,3
Quintessence,Tokyo,"35,000",JPY,French,3
Azabu Kadowaki,Tokyo,"70,000",JPY,Japanese,3
Joël Robuchon,Tokyo,"54,000",JPY,French,3
RyuGin,Tokyo,"49,000",JPY,Japanese,3
Sushi Yoshitake,Tokyo,"38,000",JPY,Sushi,3
Kohaku,Tokyo,"43,000",JPY,Japanese,3
Makimura,Tokyo,"27,000",JPY,Japanese,3
Gaon,SEOUL,"260,000",KRW,Korean,3
La Yeon,SEOUL,"280,000",KRW,Korean,3
Dal Pescatore,Runate,300,EUR,"Modern Cuisine, Italian",3
Le Calandre,Rubano,225,EUR,Creative,3
Reale,Castel di Sangro,220,EUR,"Creative, Contemporary",3
Osteria Francescana,Modena,320,EUR,Creative,3
Da Vittorio,Brusaporto,380,EUR,"Modern Cuisine, Contemporary",3
St. Hubertus,San Cassiano,310,EUR,"Creative, Alpine",3
Enrico Bartolini al Mudec,Milan,300,EUR,"Creative, Innovative",3
Enoteca Pinchiorri,Florence,345,EUR,Modern Cuisine,3
Piazza Duomo,Alba,300,EUR,"Creative, Modern Cuisine",3
Uliassi,Senigallia,220,EUR,"Creative, Seafood",3
La Pergola,Rome,290,EUR,"Modern Cuisine, Contemporary",3
Taian Table,Shanghai,"2,188",CNY,Innovative,3
Ultraviolet by Paul Pairet,Shanghai,"8,888",CNY,Innovative,3
Kashiwaya,Osaka,"43,000",JPY,Japanese,3
HAJIME,Osaka,"54,000",JPY,Innovative,3
Taian,Osaka,"20,000",JPY,Japanese,3
Isshisoden Nakamura,Kyoto,"38,000",JPY,Japanese,3
Kikunoi Honten,Kyoto,"64,000",JPY,Japanese,3
Gion Sasaki,Kyoto,"37,000",JPY,Japanese,3
Mizai,Kyoto,"50,000",JPY,Japanese,3
Hyotei,Kyoto,"64,000",JPY,Japanese,3
Maeda,Kyoto,"49,000",JPY,Japanese,3
The French Laundry,Yountville,450,USD,"Contemporary, French",3
SingleThread,Healdsburg,375,USD,"Contemporary, Californian",3
Manresa,Los Gatos,325,USD,"Contemporary, Californian",3
Atelier Crenn,San Francisco,298,USD,"Contemporary, French",3
Benu,San Francisco,350,USD,"Asian, Contemporary",3
Quince,San Francisco,360,USD,"Contemporary, Californian",3
Frantzén,Stockholm,"3,800",SEK,Modern Cuisine,3
Maaemo,Oslo,"3,500",NOK,"Modern Cuisine, Creative",3
Geranium,Copenhagen,"2,800",DKK,"Creative, Contemporary",3
noma,Copenhagen,"2,800",DKK,Creative,3
Odette,Singapore,378,SGD,French Contemporary,3
Les Amis,Singapore,510,SGD,French,3
Zén,Singapore,450,SGD,European Contemporary,3
Le Palais,Taipei,"5,000",TWD,Cantonese,3
Eleven Madison Park,New York,285,USD,"Contemporary, Innovative",3
Per Se,New York,355,USD,"Contemporary, French",3
Masa,New York,595,USD,"Japanese, Sushi",3
Le Bernardin,New York,228,USD,Seafood,3
Chef's Table at Brooklyn Fare,New York,395,USD,Contemporary,3
Alinea,Chicago,365,USD,"Contemporary, Creative",3
The Inn at Little Washington,Washington,238,USD,"American, French",3
Inter Scaldes,Kruiningen,380,EUR,Modern Cuisine,3
De Librije,Zwolle,232,EUR,Modern Cuisine,3
Restaurant de l'Hôtel de Ville,Crissier,390,CHF,Classic French,3
Cheval Blanc by Peter Knogl,Basel,270,CHF,Classic French,3
Schloss Schauenstein,Fürstenau,330,CHF,"Creative, Country cooking",3
Le Louis XV - Alain Ducasse à l'Hôtel de Paris,Monaco,380,EUR,"Mediterranean Cuisine, Modern Cuisine",3
Assiette Champenoise,Reims,335,EUR,Creative,3
Les Prés d'Eugénie - Michel Guérard,Eugénie-les-Bains,295,EUR,Classic Cuisine,3
Georges Blanc,Vonnas,320,EUR,Classic Cuisine,3
La Vague d'Or - Cheval Blanc St-Tropez,Saint-Tropez,375,EUR,"Creative, Modern Cuisine",3
Mirazur,Menton,380,EUR,Creative,3
René et Maxime Meilleur,Saint-Martin-de-Belleville,389,EUR,"Creative, Regional Cuisine",3
Alléno Paris au Pavillon Ledoyen,Paris,395,EUR,Creative,3
Le 1947 - Cheval Blanc,Courchevel,395,EUR,"Creative, Modern Cuisine",3
AM par Alexandre Mazzia,Marseille,385,EUR,Creative,3
Pic,Valence,350,EUR,Creative,3
Troisgros - Le Bois sans Feuilles,Ouches,330,EUR,Creative,3
Pierre Gagnaire,Paris,400,EUR,Creative,3
Le Pré Catelan,Paris,330,EUR,"Creative, Modern Cuisine",3
L'Ambroisie,Paris,330,EUR,Classic Cuisine,3
Épicure,Paris,380,EUR,Modern Cuisine,3
Christophe Bacquié,Le Castellet,295,EUR,Modern Cuisine,3
Maison Lameloise,Chagny,260,EUR,Modern Cuisine,3
Flocons de Sel,Megève,280,EUR,Creative,3
Le Cinq,Paris,380,EUR,Modern Cuisine,3
Guy Savoy,Paris,530,EUR,Creative,3
Auberge du Vieux Puits,Fontjoncouse,225,EUR,Creative,3
Arpège,Paris,460,EUR,Creative,3
Kei,Paris,340,EUR,Modern Cuisine,3
L'Oustau de Baumanière,Les Baux-de-Provence,240,EUR,Modern Cuisine,3
Christopher Coutanceau,La Rochelle,265,EUR,Seafood,3
Le Petit Nice,Marseille,430,EUR,Seafood,3
Régis et Jacques Marcon,Saint-Bonnet-le-Froid,240,EUR,Creative,3
Le Clos des Sens,Annecy,238,EUR,Creative,3
Zilte,Antwerpen,330,EUR,Creative,3
Hof van Cleve,Kruishoutem,530,EUR,Creative,3
Ösch Noir,Donaueschingen,195,EUR,"Modern Cuisine, Classic Cuisine",2
ES:SENZ,Grassau,205,EUR,"Creative, Modern Cuisine",2
Luce d'Oro,Krün,229,EUR,"Modern Cuisine, Creative",2
Tohru in der Schreiberei,Munich,245,EUR,"Modern Cuisine, Japanese Contemporary",2
OPUS V,Mannheim,185,EUR,"Modern Cuisine, Creative",2
Lorenz Adlon Esszimmer,Berlin,250,EUR,Creative,2
Falco,Leipzig,262,EUR,Creative,2
Söl'ring Hof,Rantum,284,EUR,"Creative, Country cooking",2
Obendorfers Eisvogel,Neunburg vorm Wald,211,EUR,"Creative, Classic Cuisine",2
etz,Nuremberg,210,EUR,"Creative, Regional Cuisine",2
Steinheuers Restaurant Zur Alten Post,Bad Neuenahr-Ahrweiler,195,EUR,"Classic French, Classic Cuisine",2
Restaurant Heinz Winkler,Aschau im Chiemgau,210,EUR,Classic French,2
Haerlin,Hamburg,250,EUR,"Creative French, Classic Cuisine",2
Vendôme,Bergisch Gladbach,285,EUR,"Creative, Classic French",2
Speisemeisterei,Stuttgart,189,EUR,"Modern Cuisine, International",2
Tim Raue,Berlin,248,EUR,"Asian, Creative",2
CODA Dessert Dining,Berlin,165,EUR,"Creative, Innovative",2
Rosin,Dorsten,159,EUR,"Creative, Classic Cuisine",2
Jante,Hanover,160,EUR,"Creative, Modern Cuisine",2
AUGUST,Augsburg,210,EUR,Creative,2
Le Pavillon,Bad Peterstal,189,EUR,Classic French,2
Le Moissonnier,Cologne,165,EUR,"Creative French, Classic Cuisine",2
LOUIS restaurant,Saarlouis,176,EUR,"Creative, French Contemporary",2
100/200 Kitchen,Hamburg,144,EUR,"Creative, Modern Cuisine",2
bianc,Hamburg,190,EUR,"Mediterranean Cuisine, Creative",2
Ox & Klee,Cologne,230,EUR,"Modern Cuisine, Creative",2
Ophelia,Constance,240,EUR,"Creative French, Classic Cuisine",2
EssZimmer,Munich,275,EUR,"Modern French, Creative",2
Horváth,Berlin,185,EUR,Creative,2
Tantris,Munich,295,EUR,"Classic French, Classic Cuisine",2
Gustav,Frankfurt on the Main,165,EUR,"Creative, Market Cuisine",2
Goldberg,Fellbach,190,EUR,"Modern Cuisine, International",2
Alexander Herrmann by Tobias Bätz,Wirsberg,219,EUR,Creative,2
ammolite - The Lighthouse Restaurant,Rust,169,EUR,"Modern Cuisine, Classic French",2
GästeHaus Klaus Erfort,Saarbrücken,225,EUR,Classic French,2
Esplanade,Saarbrücken,149,EUR,"Classic Cuisine, Mediterranean Cuisine",2
Alois - Dallmayr Fine Dining,Munich,175,EUR,"Modern French, Creative",2
FACIL,Berlin,218,EUR,"Creative, Contemporary",2
Hirschen,Sulzburg,295,EUR,Classic French,2
Le Cerf,Zweiflingen,178,EUR,Classic French,2
Meierei Dirk Luther,Glücksburg,218,EUR,"Classic Cuisine, Modern Cuisine",2
PURS,Andernach,245,EUR,Modern Cuisine,2
Courtier,Wangels,219,EUR,"Creative, Classic Cuisine",2
Atelier,Munich,235,EUR,Creative French,2
Essigbrätlein,Nuremberg,180,EUR,"Innovative, Market Cuisine",2
Lafleur,Frankfurt on the Main,225,EUR,"Modern French, Creative",2
Liath,Blackrock,130,EUR,Creative,2
Aimsir,Celbridge,210,EUR,Modern Cuisine,2
Patrick Guilbaud,Dublin City,225,EUR,Modern French,2
Chapter One by Mickael Viljanen,Dublin City,170,EUR,Modern Cuisine,2
Ynyshir,Machynlleth,300,GBP,Creative,2
Raby Hunt,Summerhouse,245,GBP,Modern British,2
Andrew Fairlie at Gleneagles,Auchterarder,130,GBP,Modern French,2
"Le Manoir aux Quat' Saisons, a Belmond Hotel",Great Milton,220,GBP,French,2
Restaurant Sat Bains,Nottingham,195,GBP,Creative,2
Midsummer House,Cambridge,250,GBP,Creative,2
Moor Hall,Aughton,195,GBP,Creative British,2
Hand and Flowers,Marlow,152,GBP,Modern British,2
Le Gavroche,London,178,GBP,French,2
La Dame de Pic London,London,195,GBP,Modern French,2
Da Terra,London,175,GBP,Creative,2
Ikoyi,London,170,GBP,Creative,2
Story,London,185,GBP,Modern Cuisine,2
Dinner by Heston Blumenthal,London,120,GBP,Traditional British,2
A. Wong,London,160,GBP,Chinese,2
The Clove Club,London,145,GBP,Creative,2
Kitchen Table,London,250,GBP,Modern Cuisine,2
Claude Bosi at Bibendum,London,195,GBP,French,2
SENNS.Restaurant,Salzburg,205,EUR,Creative,2
Ikarus,Salzburg,210,EUR,Creative,2
Silvio Nickol Gourmet Restaurant,Vienna,180,EUR,Modern Cuisine,2
Steirereck im Stadtpark,Vienna,185,EUR,"Creative, Contemporary",2
Mraz & Sohn,Vienna,145,EUR,Creative,2
Konstantin Filippou,Vienna,189,EUR,Modern Cuisine,2
Chao Shang Chao,Beijing,"2,000",CNY,Chao Zhou,2
Shanghai Cuisine,Beijing,"1,000",CNY,Shanghainese,2
Jingji,Beijing,"2,000",CNY,Beijing Cuisine,2
Sichuan Moon,Macau,"3,268",MOP,Sichuan,2
Mizumi (Macau),Macau,"2,400",MOP,Japanese,2
Alain Ducasse at Morpheus,Macau,"2,688",MOP,French Contemporary,2
Feng Wei Ju,Macau,800,MOP,"Hunanese, Sichuan",2
Wing Lei,Macau,"2,000",MOP,Cantonese,2
L'Envol,Hong Kong,"3,688",HKD,French Contemporary,2
Bo Innovation,Hong Kong,"1,880",HKD,Innovative,2
Sun Tung Lok,Hong Kong,"1,200",HKD,Cantonese,2
Écriture,Hong Kong,"2,080",HKD,French Contemporary,2
Octavium,Hong Kong,"1,888",HKD,Italian,2
Ying Jee Club,Hong Kong,"1,200",HKD,Cantonese,2
Amber,Hong Kong,"2,530",HKD,French Contemporary,2
Tin Lung Heen,Hong Kong,"1,800",HKD,Cantonese,2
Yan Toh Heen,Hong Kong,"2,000",HKD,Cantonese,2
Tate,Hong Kong,"1,980",HKD,Innovative,2
Ta Vie,Hong Kong,"2,580",HKD,Innovative,2
Arbor,Hong Kong,"1,988",HKD,Innovative,2
Yu Zhi Lan,Chengdu,"2,000",CNY,Sichuan,2
Sorn,Bangkok,"3,500",THB,Southern Thai,2
Chef's Table,Bangkok,"7,900",THB,French Contemporary,2
R-Haan,Bangkok,"2,912",THB,Thai,2
Mezzaluna,Bangkok,"6,500",THB,French Contemporary,2
Sühring,Bangkok,"5,500",THB,European Contemporary,2
Le Normandie,Bangkok,"8,200",THB,French Contemporary,2
Casa de Chá da Boa Nova,Leça da Palmeira,210,EUR,Seafood,2
Ocean,Porches,210,EUR,Creative,2
The Yeatman,Vila Nova de Gaia,180,EUR,Creative,2
Il Gallo d'Oro,Funchal,200,EUR,Modern Cuisine,2
Vila Joya,Albufeira,195,EUR,Creative,2
Belcanto,Lisbon,195,EUR,Creative,2
Alma,Lisbon,145,EUR,Creative,2
El Molino de Urdániz,Urdaitz,140,EUR,Creative,2
Casa Marcial,La Salgar,180,EUR,Creative,2
Cabaña Buenavista,El Palmar,140,EUR,Creative,2
Maralba,Almansa,96,EUR,"Creative, Castilian",2
BonAmb,Xàbia,160,EUR,Creative,2
Les Cols,Olot,155,EUR,Creative,2
M.B,Guía de Isora,165,EUR,Creative,2
Voro,Canyamel,140,EUR,Modern Cuisine,2
Mugaritz,Errenteria,231,EUR,Creative,2
Culler de Pau,O Grove,150,EUR,Creative,2
Bo.TiC,Corçà,180,EUR,Creative,2
Miramar,Llançà,195,EUR,Creative,2
Bardal,Ronda,170,EUR,Creative,2
El Portal de Echaurren,Ezcaray,165,EUR,"Creative, Modern Cuisine",2
L'Escaleta,Cocentaina,145,EUR,"Creative, Mediterranean Cuisine",2
Iván Cerdeño,Toledo,145,EUR,Modern Cuisine,2
Ramón Freixa Madrid,Madrid,165,EUR,Creative,2
Coque,Madrid,230,EUR,Creative,2
Smoked Room,Madrid,185,EUR,Contemporary,2
DSTAgE,Madrid,170,EUR,Creative,2
Paco Roncero,Madrid,210,EUR,Creative,2
Atrio,Cáceres,195,EUR,Creative,2
Ricard Camarena,Valencia,195,EUR,Creative,2
El Poblet,Valencia,160,EUR,Creative,2
Noor,Córdoba,190,EUR,Creative,2
Amelia by Paulo Airaudo,Donostia / San Sebastián,170,EUR,Creative,2
Skina,Marbella,189,EUR,Modern Cuisine,2
Disfrutar,Barcelona,210,EUR,Creative,2
Cinc Sentits,Barcelona,139,EUR,Creative,2
Moments,Barcelona,189,EUR,Creative,2
Enoteca Paco Pérez,Barcelona,175,EUR,Modern Cuisine,2
Cocina Hermanos Torres,Barcelona,195,EUR,Creative,2
Angle,Barcelona,185,EUR,Modern Cuisine,2
BEIGE Alain Ducasse,Tokyo,"30,000",JPY,French,2
Sushi Kanesaka,Tokyo,"37,000",JPY,Sushi,2
Jingumae Higuchi,Tokyo,"37,000",JPY,Japanese,2
Jushu,Tokyo,"25,000",JPY,Japanese,2
ASAHINA Gastronome,Tokyo,"28,000",JPY,French,2
Daigo,Tokyo,"28,000",JPY,Shojin,2
HOMMAGE,Tokyo,"27,000",JPY,French,2
PRISMA,Tokyo,"21,000",JPY,Italian,2
Ginza Fukuju,Tokyo,"61,000",JPY,Japanese,2
Tempura Kondo,Tokyo,"24,000",JPY,Tempura,2
Higashiazabu Amamoto,Tokyo,"42,000",JPY,Sushi,2
LA TABLE de Joël Robuchon,Tokyo,"21,000",JPY,French,2
Den,Tokyo,"23,000",JPY,Japanese,2
Seisoka,Tokyo,"43,000",JPY,Japanese,2
L'ATELIER de Joël Robuchon,Tokyo,"22,000",JPY,French,2
Nabeno-Ism,Tokyo,"27,000",JPY,French,2
Nihombashi-kakigaracho Sugita,Tokyo,"37,000",JPY,Sushi,2
Ryuzu,Tokyo,"31,000",JPY,French,2
Crony,Tokyo,"19,000",JPY,French,2
Florilège,Tokyo,"19,000",JPY,French,2
Usukifugu Yamadaya,Tokyo,"41,000",JPY,Fugu / Pufferfish,2
Kobikicho Tomoki,Tokyo,"43,000",JPY,Sushi,2
Seizan,Tokyo,"50,000",JPY,Japanese,2
Ginza Kojyu,Tokyo,"45,000",JPY,Japanese,2
Sukiyabashi Jiro Roppongiten,Tokyo,"39,000",JPY,Sushi,2
PIERRE GAGNAIRE,Tokyo,"38,000",JPY,French,2
ESqUISSE,Tokyo,"31,000",JPY,French,2
Akasaka Kikunoi,Tokyo,"37,000",JPY,Japanese,2
Sushi Kimura,Tokyo,"33,000",JPY,Sushi,2
NARISAWA,Tokyo,"43,000",JPY,Innovative,2
Ginza Shinohara,Tokyo,"33,000",JPY,Japanese,2
Kaiseki Tsujitome,Tokyo,"53,000",JPY,Japanese,2
Édition Koji Shimomura,Tokyo,"32,000",JPY,French,2
Sawada,Tokyo,"38,000",JPY,Sushi,2
ZURRIOLA,Tokyo,"28,000",JPY,Spanish,2
Kaiseki Komuro,Tokyo,"73,000",JPY,Japanese,2
Kutan,Tokyo,"34,000",JPY,Japanese,2
Tentempura Uchitsu,Tokyo,"31,000",JPY,Tempura,2
Tempura Ginya,Tokyo,"21,000",JPY,Tempura,2
Kioicho Fukudaya,Tokyo,"53,000",JPY,Japanese,2
Harutaka,Tokyo,"45,000",JPY,Sushi,2
Kojima,SEOUL,"380,000",KRW,Sushi,2
alla Prima,SEOUL,"200,000",KRW,Innovative,2
Jungsik,SEOUL,"230,000",KRW,Contemporary,2
Mosu,SEOUL,"270,000",KRW,Innovative,2
Kwonsooksoo,SEOUL,"240,000",KRW,Korean,2
Joo Ok,SEOUL,"200,000",KRW,Korean,2
Mingles,SEOUL,"220,000",KRW,Contemporary,2
Agli Amici,Godia,140,EUR,Modern Cuisine,2
daní maison,Ischia,265,EUR,"Creative, Italian",2
Castel finedining,Tirol,208,EUR,"Creative, Modern Cuisine",2
La Peca,Lonigo,200,EUR,"Creative, Contemporary",2
La Madia,Licata,170,EUR,"Creative, Sicilian",2
La Trota,Rivodutri,140,EUR,"Creative, Regional Cuisine",2
Villa Crespi,Orta San Giulio,190,EUR,"Creative, Mediterranean Cuisine",2
Taverna Estia,Brusciano,190,EUR,Creative,2
Caino,Montemerano,190,EUR,Modern Cuisine,2
Quattro Passi,Marina del Cantone,200,EUR,"Mediterranean Cuisine, Italian",2
Antica Osteria Cera,Lughetto,250,EUR,"Seafood, Modern Cuisine",2
L'Olivo,Anacapri,220,EUR,"Creative, Italian",2
Krèsios,Telese,150,EUR,"Creative, Contemporary",2
Don Alfonso 1890,Sant' Agata sui Due Golfi,190,EUR,"Creative, Italian",2
Harry's Piccolo,Trieste,200,EUR,Creative,2
Arnolfo,Colle di Val d'Elsa,180,EUR,Creative,2
Duomo,Ragusa,198,EUR,"Creative, Sicilian",2
La Madernassa,Guarene,300,EUR,"Creative, Modern Cuisine",2
Miramonti l'Altro,Concesio,150,EUR,"Modern Cuisine, Contemporary",2
Antica Corona Reale,Cervere,150,EUR,"Piedmontese, Regional Cuisine",2
D'O,Cornaredo,180,EUR,Creative,2
Villa Feltrinelli,Gargnano,250,EUR,"Creative, Contemporary",2
Bracali,Ghirlanda,250,EUR,Creative,2
Torre del Saracino,Vico Equense,220,EUR,"Creative, Italian",2
Piccolo Lago,Fondotoce,180,EUR,"Modern Cuisine, Contemporary",2
Magnolia,Cesenatico,140,EUR,"Creative, Contemporary",2
Il Piccolo Principe,Viareggio,230,EUR,Creative,2
Gourmetstube Einhorn,Mauls,165,EUR,Creative,2
San Domenico,Imola,190,EUR,Classic Cuisine,2
Tre Olivi,Paestum,130,EUR,Modern Cuisine,2
Il Luogo di Aimo e Nadia,Milan,280,EUR,"Italian Contemporary, Modern Cuisine",2
Seta by Antonio Guida,Milan,280,EUR,"Contemporary, Modern Cuisine",2
Terra,Sarentino,179,EUR,"Creative, Regional Cuisine",2
Santa Elisabetta,Florence,200,EUR,"Creative, Mediterranean Cuisine",2
Madonnina del Pescatore,Marzocca,175,EUR,Creative,2
Il Pagliaccio,Rome,190,EUR,"Creative, Innovative",2
Glam Enrico Bartolini,Venice,210,EUR,"Creative, Contemporary",2
Casa Perbellini,Verona,225,EUR,"Creative, Contemporary",2
Spondi,Athens,165,EUR,French,2
Ji Pin Court,Shanghai,"1,000",CNY,Cantonese,2
Da Vittorio,Shanghai,"2,888",CNY,Italian,2
L'Atelier de Joël Robuchon,Shanghai,"1,798",CNY,French Contemporary,2
8 ½ Otto e Mezzo Bombana,Shanghai,"2,380",CNY,Italian,2
Imperial Treasure Fine Chinese Cuisine (Huangpu),Shanghai,"1,000",CNY,Cantonese,2
Canton 8 (Runan Street),Shanghai,500,CNY,Cantonese,2
Bao Li Xuan,Shanghai,"1,288",CNY,Cantonese,2
Xin Rong Ji (Nanyang Road),Shanghai,"2,500",CNY,Taizhou,2
Miyamoto,Osaka,"19,000",JPY,Japanese,2
Shunsaiten Tsuchiya,Osaka,"24,000",JPY,Tempura,2
Honkogetsu,Osaka,"49,000",JPY,Japanese,2
KAHALA,Osaka,"31,000",JPY,Innovative,2
Sushi Harasho,Osaka,"17,000",JPY,Sushi,2
Tenjimbashi Aoki,Osaka,"22,000",JPY,Japanese,2
La Cime,Osaka,"28,000",JPY,French,2
Sushiyoshi,Osaka,"25,000",JPY,Sushi,2
Fujiya 1935,Osaka,"28,000",JPY,Innovative,2
Numata,Osaka,"22,000",JPY,Tempura,2
Koryu,Osaka,"33,000",JPY,Japanese,2
Gion Matayoshi,Kyoto,"37,000",JPY,Japanese,2
Kappo Chihiro,Kyoto,"27,000",JPY,Japanese,2
Kyokaiseki Kichisen,Kyoto,"39,000",JPY,Japanese,2
Gion Maruyama,Kyoto,"64,000",JPY,Japanese,2
Yusokuryori Mankamero,Kyoto,"38,000",JPY,Japanese,2
Kenninji Gion Maruyama,Kyoto,"64,000",JPY,Japanese,2
Kodaiji Wakuden,Kyoto,"50,000",JPY,Japanese,2
Gion Nishikawa,Kyoto,"31,000",JPY,Japanese,2
Ogata,Kyoto,"60,000",JPY,Japanese,2
Kikunoi Roan,Kyoto,"32,000",JPY,Japanese,2
Sumibi Kappo Ifuki,Kyoto,"35,000",JPY,Japanese,2
Shimmonzen Yonemura,Kyoto,"21,000",JPY,Innovative,2
Miyamaso,Kyoto,"32,000",JPY,Japanese,2
Sojiki Nakahigashi,Kyoto,"26,000",JPY,Japanese,2
Otagi,Kyoto,"22,000",JPY,Japanese,2
Kyotenjin Noguchi,Kyoto,"35,000",JPY,Japanese,2
Wagokoro Izumi,Kyoto,"29,000",JPY,Japanese,2
Gion Owatari,Kyoto,"32,000",JPY,Japanese,2
Oryori Mitsuyasu,Kyoto,"26,000",JPY,Japanese,2
Harbor House,Elk,180,USD,"Californian, Creative",2
Vespertine,Culver City,295,USD,Contemporary,2
Providence,Hollywood,475,USD,Seafood,2
Sushi Ginza Onodera,West Hollywood,300,USD,"Japanese, Sushi",2
Addison,San Diego,275,USD,"Contemporary, French",2
Commis,Oakland,189,USD,Contemporary,2
Mélisse,Santa Monica,295,USD,French,2
Hayato,Los Angeles,295,USD,"Japanese, Seafood",2
n/naka,Los Angeles,285,USD,"Japanese, Contemporary",2
Lazy Bear,San Francisco,221,USD,"Contemporary, Modern Cuisine",2
Birdsong,San Francisco,255,USD,"Contemporary, American",2
Saison,San Francisco,306,USD,"Californian, Contemporary",2
Campton Place,San Francisco,167,USD,"Indian, Contemporary",2
Acquerello,San Francisco,250,USD,"Italian, Contemporary",2
Coi,San Francisco,250,USD,"Contemporary, Californian",2
Californios,San Francisco,223,USD,"Mexican, Contemporary",2
Hiša Franko,Kobarid,225,EUR,"Creative, Regional Cuisine",2
Taian Table,Guangzhou,"2,368",CNY,European Contemporary,2
Imperial Treasure Fine Chinese Cuisine,Guangzhou,"1,000",CNY,Cantonese,2
Jiang by Chef Fei,Guangzhou,"1,280",CNY,Cantonese,2
Oaxen Krog,Stockholm,"2,750",SEK,"Creative, Country cooking",2
Gastrologik,Stockholm,"2,100",SEK,Creative,2
Aloë,Stockholm,"2,800",SEK,Creative,2
Vollmers,Malmo,"2,500",SEK,Creative,2
RE-NAA,Stavanger,"2,900",NOK,Creative,2
KOKS,Leynavatn,"1,900",DKK,Creative,2
Henne Kirkeby Kro,Henne,"1,495",DKK,Classic Cuisine,2
Kadeau Copenhagen,Copenhagen,"2,500",DKK,Modern Cuisine,2
a|o|c,Copenhagen,"2,500",DKK,Modern Cuisine,2
Jordnær,Copenhagen,"2,700",DKK,Creative,2
Kong Hans Kælder,Copenhagen,"1,700",DKK,"Modern French, Seasonal Cuisine",2
Alchemist,Copenhagen,"3,500",DKK,Innovative,2
Shoukouwa,Singapore,650,SGD,Sushi,2
Shisen Hanten,Singapore,150,SGD,"Cantonese, Sichuan",2
Saint Pierre,Singapore,388,SGD,French Contemporary,2
Waku Ghin,Singapore,700,SGD,Japanese Contemporary,2
Jaan by Kirk Westaway,Singapore,288,SGD,British Contemporary,2
Shoun Ryugin,Taipei,"6,500",TWD,Japanese Contemporary,2
Logy,Taipei,"3,750",TWD,Asian Contemporary,2
JL Studio,Taichung,"3,800",TWD,Innovative,2
Sushi Amamoto,Taipei,"6,000",TWD,Sushi,2
L'Atelier de Joël Robuchon,Taipei,"6,880",TWD,French Contemporary,2
The Guest House,Taipei,"4,880",TWD,"Huaiyang, Sichuan",2
Taïrroir,Taipei,"5,680",TWD,Innovative,2
Raw,Taipei,"3,500",TWD,Innovative,2
The Modern,New York,188,USD,Contemporary,2
Blue Hill at Stone Barns,Tarrytown,278,USD,"American, Contemporary",2
Ko,New York,225,USD,Contemporary,2
Atomix,New York,325,USD,"Korean, Contemporary",2
Atera,New York,285,USD,Contemporary,2
